h_booking_id,cancel
2268494935419251794,0
2268525464014572852,0
2269688002729179229,0
2271074052492449513,0
2271775401219579557,0
2273022944302350839,0
2273387739514583247,0
2273969956242333240,0
2275113494571542220,0
2275692111875743849,0
2282884385124685101,0
2283926662677082113,1
2287355329427375978,0
2288150494029987891,0
2297440754110594166,0
2297475494790200106,0
2300864471587851578,0
2303286159277489322,0
2314337657842707480,0
2314799442316007251,0
2316376077066236437,0
2321411530883834658,0
2323491295551074930,0
2324520859775594225,0
2325558996872822240,0
2329193146588249916,0
2331344054241262535,0
2331678241031146039,0
2331851381611115795,0
2336805261717224585,0
2342022713412270685,0
2349048333558808558,0
2357042024066766681,0
2357727749842567777,0
2363449130546623836,0
2363997305565899164,0
2367429251194284899,0
2369524264562521355,0
2373244460841963238,1
2378889802905580899,0
2381507127738179548,0
2381556822053037175,0
2383140412175566797,0
2390569854370444830,0
2391377869010789846,0
2392927322129810851,0
2396343324247896288,0
2397293130264159516,0
2401152027553803263,0
2401170976158945765,0
2405487073286426514,0
2408457517325823185,0
2408681332824488898,0
2409103029989616888,0
2410610093199561881,0
2414265944876025466,0
2420614347673122175,1
2421050388912600921,0
2422567602580558246,0
2422971373661582395,0
2426663771931875686,0
2427214874766655984,0
2427487065484371212,0
2430571273028945335,0
2434588147789894811,0
2436618299573937426,0
2438419931966339602,0
2440420350876115144,0
2442120450714235191,0
2446625262199667205,0
2447039321847130122,0
2448003874347702821,0
2448622728489359151,0
2454139758451916812,0
2456155247637906049,0
2457911268635303388,0
2460882761226940985,0
2463094577136926355,0
2463222601165799280,0
2463391501354085001,0
2463873226915715768,0
2469128025000492778,0
2472338594974904359,0
2474911420682125527,1
2484222099989820011,0
2485219651653570337,0
2487598704761681387,0
2487654558664738038,0
2487664225647145323,0
2488351960787442953,0
2490681875934808106,0
2490948064461324524,0
2494775796179956636,0
2495010061668313044,0
2496169520110239530,0
2497123536377084444,0
2505014868953025234,0
2506402946737498454,0
2510663643850498958,0
2512666208414549642,0
2514233766749119508,0
2514783692895037608,0
2515703637915251793,0
2517374224789951889,0
2527076848920568392,0
2527147561937132544,0
2527541900867853853,0
2531086852813963362,0
2532786968204533785,0
2535266510193938410,0
2540968942989512822,0
2542807017037654830,0
2545084383179297275,0
2549835229887997681,1
2552896433184602903,0
2553948872332755227,0
2557216614517152257,0
2558924534505323948,0
2560865472699962637,0
2561122387317300702,0
2567156859176518088,0
2569109834346364630,0
2571089266870909663,0
2572184531877923201,0
2580143260894105665,0
2580271409561894571,0
2582290000732444835,1
2582619566924497124,0
2582824636848185745,0
2582924307543733172,0
2586131093135364748,0
2586705321978147938,0
2586919732454014189,0
2587697678740403879,0
2587897371534562623,0
2604535426697791923,0
2605042092810685219,0
2610998515319574987,0
2611776621093987809,0
2613336584394459494,0
2614686090104073596,0
2616255415767301263,0
2618352404937190607,0
2621708691686772026,0
2622136380044785369,0
2623187387985232215,0
2623809233475481552,0
2630335541433728234,0
2631091878784673295,0
2633880932100542208,0
2634172108628009655,0
2634571031524963920,0
2636406830907959938,1
2637642060294648041,0
2639615331829839956,0
2643081690907579928,0
2644548207709973134,0
2648349508473274079,0
2650861040160359828,0
2653177026110294601,0
2657074969146039974,0
2657157897478047639,0
2664557402771934408,0
2666810025769482635,1
2668430708149265709,1
2669069522330273431,0
2671243183686710842,0
2671886567662323534,0
2674731670188861424,0
2677214413107436718,1
2677743045712469284,0
2681210426968659863,0
2685425820163362007,0
2686885358515635254,0
2688494249772920198,0
2689322335145334186,1
2690264226255260710,0
2691385168423151536,0
2692644085214842651,0
2698690772048109921,0
2706768803283543468,0
2707652928685375014,0
2708161777041267683,0
2709267773464849295,0
2709471317274918197,0
2713126345057966282,0
2725742626599702765,0
2726924308843587485,0
2730313396751437493,0
2731426434272130795,0
2734968758327234809,0
2735302547610588506,0
2741967785274117962,0
2742460051790381039,0
2745062469534460434,0
2747648256421803361,0
2747912121712641386,0
2751327823167207034,0
2752743573021112521,0
2755645121912281480,0
2757886101777041796,0
2757994320102776829,0
2760106447808375714,0
2765513880005951763,1
2767682021988659052,0
2771680126638961381,0
2774341632477406849,0
2774917506261421097,0
2775529491090300142,0
2778461910174378679,0
2780133776869583119,0
2781069966411916026,0
2785377455105006532,0
2785600032782639813,0
2792796953771400513,1
2794401365786327685,0
2794915816801324151,0
2795189848593378500,0
2797680170948370613,0
2803354089211755075,0
2805796672280499201,0
2807493845542152905,0
2810305062053516955,0
2810425097201332562,0
2811481173899797433,0
2812762454940236915,0
2818264818986153817,0
2819078211826027740,0
2819292600902256555,0
2825498762006064409,0
2828100805449365219,0
2829985083146647864,0
2831504276377496984,0
2831703654369430242,0
2833563127273462859,0
2833624338828512194,0
2834588084837011474,0
2837136449846357001,0
2849054142012690469,0
2851154391304377944,0
2852224874228280508,0
2852978846103992708,0
2855058542695661214,0
2855607117674903280,0
2856678761737742094,0
2858287657921417818,0
2858362627265484256,0
2860857839335522492,0
2862029202258245137,0
2865225930920012405,0
2867068036370873513,0
2868269591051186692,0
2872251846481865953,0
2873412672416223986,0
2873673241460911497,0
2876828975921828372,0
2877373598207218691,0
2877552194395156480,0
2879049948965701536,0
2879487325583550371,0
2882774313644483373,0
2884294712458328394,0
2888168008291083985,0
2889047939827984803,0
2889281217812197902,0
2890322878075459051,0
2891510449555795336,0
2892033427728930384,0
2893194170973043437,0
2893344956449348345,0
2901589665237202891,0
2902058463169971777,0
2902582184519898077,0
2904265239243218659,0
2906332988975225558,0
2906822310128433790,0
2910264314308179834,0
2912162802094052194,0
2914180221953013286,0
2914282402367202828,0
2915291159849842828,0
2916701967319039819,0
2918725616981352008,0
2919620504075576905,0
2927532995469390669,0
2928915707783952105,0
2929428780602002512,0
2930920330805159593,0
2931692695838388765,0
2932560681450422828,0
2936322521912051131,0
2940224677083346247,0
2945391502632608205,0
2946126769849564764,0
2947912798964824780,0
2955769769817494739,0
2956928882769280311,0
2958491228424590614,0
2960726087411671993,0
2962739248347289303,0
2965326832571124238,0
2970195318828422116,0
2973418151071547557,0
2976722645803213316,0
2977847371195509508,0
2985800976017466209,0
2986333285065936664,0
2988185942520183858,0
2993066264125871173,1
2994021042834211012,0
2996059152517531281,0
2996767926210892092,0
2998182255559614601,0
3000349637829004393,0
3002323675124080607,0
3003878394931390870,0
3003909949111719868,0
3004093327624473725,0
3007323750398420483,0
3007402805680633069,0
3008674959966515597,0
3009282022579458702,0
3012541588764444204,1
3014045958313793245,0
3015686620279665150,0
3019275722502052207,0
3022874115181443209,0
3023640447783000937,0
3027308710383583554,0
3032350819121604511,0
3034008679669765506,0
3036847257485978084,0
3037547099331553316,0
3043799688873406567,0
3043947348562616179,0
3044177033879296462,0
3045029079273816168,0
3048067404825100220,1
3048902359473897575,0
3050022868184882425,0
3050031356065235042,0
3055022927004044004,0
3058753942569976558,0
3061401391973773367,0
3062037194796101090,0
3063646505829383692,0
3065087255687414305,0
3069834277528625133,0
3070195016232956773,0
3072161309228011209,0
3077499593880721960,0
3078066288257287911,0
3081788142899521414,0
3084575664744715482,0
3084668354822883348,0
3086125726700124799,0
3088775297033855448,0
3089273440536162288,0
3089921376388392024,0
3091677942435349142,0
3092576455967081700,0
3094638725207392505,0
3096504001735906499,0
3101904058302843479,0
3103426854181697499,0
3103703441702687987,0
3107278287579204558,0
3108836692442109848,0
3109021173221125570,0
3109157272056789462,0
3109305868264757161,0
3109581926298214291,0
3116437965083958239,0
3120941865100283143,0
3121342490618323491,0
3124624971970565316,0
3125190362101730077,0
3129282315223172473,0
3135438672734557899,0
3137499102329591470,0
3137840499476881552,0
3138820041865706930,0
3140147315679374244,0
3141535546215555640,0
3142218083431982550,0
3143248455068085908,0
3143265049968235238,0
3144405405835642627,0
3145996069799817501,0
3146295536973539115,0
3149739776456855476,0
3151432273265547773,0
3153066920281211674,0
3153659365461657803,0
3154709566382876300,0
3156122924253662083,0
3160635932922446948,0
3162860921096761263,0
3168909393892121268,0
3171461427024588597,0
3172609675172676151,0
3173312738372138156,0
3173470148338322870,0
3174686164171066301,0
3175637065958208477,0
3175669049414991440,0
3176004407810193913,0
3177113651929812636,0
3178618398278412232,0
3181817259815779336,0
3189585495664055437,0
3190222054184892007,0
3191185727949070766,0
3193506055007879673,0
3199580666975214113,0
3201210551791881860,0
3202257492668203530,0
3204292332750637782,0
3204880972101319909,1
3205115238739588547,0
3210857072202212189,0
3217044838447912330,0
3227871850661712348,0
3234395002120983398,0
3234775925114057525,0
3236659143692691612,0
3236834196472183018,0
3237421725812023924,0
3244501118414644393,0
3244643153364485524,0
3245441900977116782,0
3245754045162576270,0
3246427834563056586,0
3248198228523639418,0
3248391961387987993,0
3249810626876552539,0
3252550679584375569,0
3253279649716680677,0
3253419320426830349,0
3261213814851378272,0
3263605721827724385,0
3264961628657280110,0
3265150360696259638,0
3266446243817622019,0
3268732363314079413,0
3270434294178238733,0
3273566192698534208,0
3276749303495621623,0
3279558967845062111,0
3283224397083948024,0
3285414629935937295,0
3288161768282294241,0
3288665233253249435,0
3290122007982461605,0
3290888416834953954,0
3299878440627471086,0
3304000083335685510,0
3305161820492537928,0
3310095523795794983,0
3311346044635770264,0
3314814460130185572,0
3315766880677028492,0
3316279059920347737,0
3318317313137079413,0
3322225597065963776,0
3323788638899910519,0
3325284315120960916,0
3326170106932392062,0
3328547999503894073,0
3328972349195126894,0
3330049454522697604,0
3333242006264483098,1
3335500076545941128,0
3337235915486189286,0
3339192655307518176,0
3339391246341372749,0
3346389740586806395,0
3349718550818077918,0
3357618187052575546,0
3359699054890117700,0
3364037635729966837,0
3364956664399140970,1
3370138350496094476,0
3371864686053906574,0
3375740920164076993,0
3376820508412086740,0
3380910345224994927,0
3383388442409985761,0
3384494447295140836,0
3388050801450108685,0
3392147707388368805,0
3397648460263459581,0
3403850968061699733,0
3404887052312843766,0
3405837243073911542,0
3406134941695288017,0
3408525029612476932,0
3411146111505042006,0
3412893684738097536,0
3420153660353867947,0
3421870808100562147,0
3431000159534933602,0
3431479596213831105,0
3433505167118324360,0
3436647156993532377,0
3437330730821910684,0
3438662500114189873,0
3439317646090870317,0
3439836439426054246,0
3444244249642310811,0
3445075832845027136,0
3445671725798113808,0
3446099922174136557,0
3452158987607242256,0
3455143336455632856,0
3456516483569586063,0
3456902866483188724,0
3459297584497228761,0
3459667016404766217,1
3466723252949481224,0
3467656769998710543,0
3471489015143118672,0
3474530122130829236,1
3476331126509418250,0
3478033289882526594,0
3479259705042931772,0
3480350620501818686,0
3483016693746919903,0
3484126454166352458,0
3485071834361594766,0
3487154563799539822,0
3488878830597698492,0
3491837124351914491,0
3496001571779762477,0
3496024265253541427,0
3496117236894794461,0
3500618342002259411,0
3513334760236301768,0
3515352781352340735,0
3519943461800295037,0
3522588018990117703,1
3527004901073294309,0
3528128912339827503,0
3533845840388678100,0
3533937657310331329,0
3537322877338974497,0
3537425903019769173,0
3538423449823622878,0
3538982717000136140,0
3539271092910061561,0
3540234420039906970,0
3542545766611224139,0
3543383972717657393,0
3545484521766575988,0
3546547820712047043,0
3547041457334204462,0
3550968578103400660,0
3552699815707621453,0
3556473973083806407,0
3557416052833194252,0
