h_booking_id,cancel
3857315996528906986,0
3858161678974109421,0
3860853196918103080,0
3861655181970801849,0
3861817419397272052,0
3863563534697737582,0
3863670006057226726,0
3866173462957223741,0
3866684359319287694,0
3868897467695847500,0
3868920322341559005,0
3870903047994218325,0
3871696330731685698,0
3873342507335015333,0
3876503498900694125,0
3878889414191581891,0
3880956255347141731,0
3881136036941727813,0
3881192981962626027,0
3884000102301240020,0
3884966922762719944,0
3885655446586867643,0
3890516049902426128,0
3893043078160174827,0
3894329774566733435,0
3897771663836326284,0
3897878105265314942,0
3899054615397880158,0
3900602759936174599,0
3901301861990614250,0
3902716280519999031,0
3904267544526335328,0
3905322330088383511,0
3906741299956974366,0
3906993964866650564,0
3908650819915568021,0
3911309457501220911,0
3912885067979921968,1
3915953843453607781,1
3916885667821358918,0
3926015951637792961,0
3926327301555682094,0
3930382683369409724,0
3932233137222808511,0
3933020573605587481,0
3940733820166498047,0
3944108000268406085,0
3945018467274679186,0
3945118548952112188,1
3947881826184422946,0
3949560408629868560,0
3950820097366291168,0
3952470540352726067,1
3953844922311858367,0
3955069403778854043,0
3958682648831078107,0
3961352560931045854,0
3963228421077956919,0
3963966806628854562,0
3966927614554820703,0
3971293681605652966,0
3972104989264825735,0
3972123128458933207,0
3977113507632425219,0
3978744329197261565,0
3980105180412200126,0
3980336317827977985,0
3982967925953026706,0
3983448540096113074,0
3985343724856307541,0
3988453714239789499,0
3996339724834563688,0
4001059893363162701,0
4001598914059831963,0
4009680408652858220,0
4013016568912782142,0
4016805833745397674,0
4018835999752185075,1
4024546183701612222,0
4027728977174675026,0
4028551719782041842,0
4032765498132734858,0
4036187698168754720,0
4037799581023353558,0
4040752896044523069,0
4046955370809756476,0
4047641183716907462,0
4049349442718487379,0
4050844530343372269,0
4053004391009627893,0
4055481187679410652,0
4056436017351361461,0
4056603824114703076,0
4057366824774656292,0
4066525316815281732,0
4067624709350229020,0
4069845348154747462,1
4070963847720616975,0
4071962568781508159,0
4073782625158723790,0
